image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
0,0.9894050545990467,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
1,0.957224303856492,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
2,0.95367272477597,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
3,0.9638316445052624,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
4,0.9601376270875335,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
5,0.9619650142267346,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
6,0.9581679087132215,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
7,0.960373499430716,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
8,0.9600618779659271,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
9,0.9592068260535598,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
10,0.9813951589167118,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
11,0.9603279596194625,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
12,0.9562155418097973,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
13,0.9532410567626357,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
14,0.9590529976412654,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
15,0.957310052588582,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
16,0.9586169607937336,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
17,0.9507633550092578,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
18,0.961590114980936,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
19,0.9644275261089206,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
20,0.9721963461488485,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
21,0.9799982039257884,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
22,0.9572929916903377,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
23,0.9582363776862621,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
24,0.9605678441002965,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
25,0.9577704323455691,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
26,0.9548785537481308,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
27,0.9557863948866725,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
28,0.9588554268702865,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
29,0.9577414710074663,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
30,0.9544971836730838,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
31,0.9786158790811896,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
32,0.9544339142739773,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
33,0.9517624247819185,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
34,0.9546135729178786,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
35,0.9576265551149845,138.16015625,0.19140625,LIME2,50,200,10.0,1.0,resnet50,ImageNet,1
