image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
0,0.49978110007941723,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
1,0.4933952456340194,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
2,0.5042779464274645,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
3,0.4911026628687978,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
4,0.49449291452765465,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
5,0.49625663831830025,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
6,0.5140854651108384,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
7,0.49429276678711176,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
8,0.4928134698420763,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
9,0.49455086048692465,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
10,0.4945299234241247,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
11,0.4940220722928643,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
12,0.5039511220529675,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
13,0.49120009783655405,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
14,0.4937108028680086,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
15,0.4881861209869385,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
16,0.49494162667542696,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
17,0.4912509024143219,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
18,0.4996289433911443,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
19,0.5106038805097342,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
20,0.5133169107139111,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
21,0.5031850477680564,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
22,0.5042493464425206,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
23,0.5028629889711738,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
24,0.502979856915772,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
25,0.5091705098748207,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
26,0.5244549233466387,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
27,0.5137054789811373,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
28,0.5114919431507587,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
29,0.5152552993968129,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
30,0.5101520866155624,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
31,0.5181057918816805,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
32,0.5110589433461428,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
33,0.5148099381476641,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
34,0.5160173112526536,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
35,0.5152398776262999,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
36,0.5213585663586855,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
37,0.5132391434162855,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
38,0.5128321461379528,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
39,0.5172937568277121,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
40,0.5158835500478745,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
41,0.511966010555625,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
42,0.509958260692656,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
43,0.5082299504429102,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
44,0.5227394513785839,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
45,0.5168880131095648,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
46,0.5112057672813535,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
47,0.5123068112879992,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
48,0.510647876188159,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
49,0.5084684332832694,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
50,0.5137199219316244,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
51,0.5116155464202166,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
52,0.5135735962539911,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
53,0.5088216168805957,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
54,0.5122410813346505,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
55,0.5126473009586334,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
56,0.5115010952576995,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
57,0.5128605458885431,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
58,0.5184690514579415,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
59,0.5176943093538284,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
60,0.5132850771769881,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
61,0.5131719466298819,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
62,0.5195290511474013,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
63,0.5318439612165093,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
64,0.5144232558086514,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
65,0.5149851888418198,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
66,0.5107824858278036,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
67,0.5180105222389102,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
68,0.511566499248147,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
69,0.513148320838809,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
70,0.5128740975633264,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
71,0.5138108404353261,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
72,0.5115447724238038,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
73,0.5122741535305977,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
74,0.5132487649098039,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
75,0.5136816576123238,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
76,0.5158584704622626,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
77,0.5182709870859981,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
78,0.5136433262377977,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
79,0.5148201370611787,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
80,0.514480909332633,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
81,0.5083308201283216,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
82,0.5318561131134629,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
83,0.49509871657937765,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
84,0.49647584557533264,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
85,0.5176408784464002,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
86,0.5339339934289455,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
87,0.4946367312222719,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
88,0.4917064066976309,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
89,0.495298333466053,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
90,0.5127589395269752,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
91,0.5131408357992768,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
92,0.5130285350605845,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
93,0.5263588996604085,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
94,0.516252507455647,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
95,0.5149836642667651,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
96,0.5172812771052122,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
97,0.514913653023541,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
98,0.5130346398800611,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
99,0.5127300946041942,137.671875,0.19140625,LIME2,50,100,20.0,1.0,resnet50,ImageNet,1
