image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
0,0.5338701885193586,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
1,0.5136068714782596,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
2,0.5129825752228498,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
3,0.5106564126908779,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
4,0.5112591469660401,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
5,0.5167909832671285,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
6,0.5149467093870044,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
7,0.510542606934905,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
8,0.5160215655341744,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
9,0.5116677833721042,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
10,0.5161023419350386,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
11,0.5136336144059896,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
12,0.5156539529561996,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
13,0.5144068924710155,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
14,0.5205407198518515,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
15,0.5205501141026616,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
16,0.5203013764694333,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
17,0.5217797197401524,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
18,0.5154364062473178,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
19,0.5365817081183195,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
20,0.5125097511336207,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
21,0.5123668992891908,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
22,0.5119633888825774,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
23,0.5168241513893008,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
24,0.5168509082868695,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
25,0.514189369045198,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
26,0.5087700532749295,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
27,0.5130277741700411,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
28,0.509521291591227,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
29,0.5209628213196993,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
30,0.5133282970637083,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
31,0.5251953667029738,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
32,0.5145248528569937,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
33,0.5175122721120715,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
34,0.5157886780798435,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
35,0.510456427000463,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
36,0.5112646576017141,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
37,0.5111558903008699,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
38,0.5391764165833592,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
39,0.5215971376746893,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
40,0.5134301586076617,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
41,0.5110790031030774,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
42,0.5149628687649965,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
43,0.5107520036399364,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
44,0.5166559768840671,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
45,0.5113321878015995,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
46,0.5125641385093331,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
47,0.5152387926355004,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
48,0.517473871819675,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
49,0.5251175500452518,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
50,0.5153494626283646,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
51,0.520730322226882,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
52,0.5164880203083158,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
53,0.5162232229486108,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
54,0.5100448448210955,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
55,0.5120024299249053,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
56,0.5139974048361182,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
57,0.5506561985239387,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
58,0.5149535974487662,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
59,0.5137375732883811,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
60,0.5124492347240448,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
61,0.5114619238302112,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
62,0.5174092911183834,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
63,0.5192164247855544,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
64,0.5110466619953513,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
65,0.5114448210224509,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
66,0.5143804829567671,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
67,0.5125895757228136,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
68,0.5134341614320874,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
69,0.5239980397745967,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
70,0.5185111369937658,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
71,0.5250778580084443,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
72,0.5100239356979728,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
73,0.5109658967703581,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
74,0.5120046529918909,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
75,0.5230186879634857,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
76,0.5263018049299717,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
77,0.5130515405908227,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
78,0.5138362301513553,137.671875,0.19140625,LIME2,50,100,10.0,2.0,resnet50,ImageNet,1
