image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
0,0.5425572693347931,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
1,0.5184364132583141,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
2,0.5448329076170921,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
3,0.5437050154432654,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
4,0.5143980924040079,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
5,0.5190730765461922,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
6,0.513342565856874,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
7,0.5189244104549289,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
8,0.5165504738688469,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
9,0.5180021915584803,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
10,0.522071024402976,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
11,0.5135415969416499,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
12,0.5180369447916746,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
13,0.5156550612300634,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
14,0.5172246731817722,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
15,0.5128719657659531,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
16,0.512195230461657,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
17,0.5115041835233569,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
18,0.5262630935758352,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
19,0.5236678309738636,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
20,0.5172895733267069,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
21,0.5125625366345048,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
22,0.513930500485003,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
23,0.5139971282333136,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
24,0.5189576093107462,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
25,0.5150680094957352,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
26,0.511426305398345,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
27,0.5131078530102968,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
28,0.5181147223338485,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
29,0.5350336683914065,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
30,0.5156008368358016,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
31,0.5155550669878721,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
32,0.5188435344025493,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
33,0.5215638792142272,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
34,0.5129786692559719,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
35,0.5151671320199966,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
36,0.515960874967277,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
37,0.5355062112212181,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
38,0.5273024225607514,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
39,0.5211887415498495,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
40,0.5146906413137913,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
41,0.5132771916687489,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
42,0.5150107452645898,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
43,0.5176514368504286,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
44,0.5131044648587704,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
45,0.5215070163831115,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
46,0.5242776218801737,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
47,0.5295763555914164,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
48,0.5158222438767552,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
49,0.5139750177040696,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
50,0.5160969169810414,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
51,0.5182970203459263,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
52,0.5164756383746862,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
53,0.5174785256385803,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
54,0.5170050840824842,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
55,0.5241689225658774,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
56,0.540192598477006,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
57,0.5210368167608976,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
58,0.5219133291393518,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
59,0.5158468782901764,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
60,0.5064975777640939,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
61,0.49437921959906816,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
62,0.49747539032250643,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
63,0.4984898203983903,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
64,0.49597819335758686,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
65,0.49725240375846624,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
66,0.49522111658006907,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
67,0.49523909017443657,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
68,0.5017708325758576,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
69,0.4945844002068043,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
70,0.4979576235637069,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
71,0.4976840019226074,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
72,0.4943714253604412,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
73,0.49501562118530273,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
74,0.49474860541522503,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
75,0.5072209406644106,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
76,0.5076364874839783,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
77,0.49378592148423195,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
78,0.4932957040145993,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
79,0.496226305142045,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
80,0.4928487613797188,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
81,0.4979783622547984,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
82,0.4958723271265626,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
83,0.4964340841397643,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
84,0.4911552080884576,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
85,0.49076479859650135,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
86,0.4964171452447772,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
87,0.49678973387926817,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
88,0.4999600062146783,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
89,0.4991245958954096,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
90,0.5055546760559082,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
91,0.5101465974003077,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
92,0.49833246879279613,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
93,0.4990613479167223,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
94,0.4959371527656913,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
95,0.5159080447629094,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
96,0.49427888821810484,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
97,0.4978811629116535,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
98,0.49983237218111753,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
99,0.4937768718227744,137.671875,0.19140625,LIME2,50,100,5.0,1.0,resnet50,ImageNet,1
