image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
36,0.4843235267326236,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
37,0.5090027069672942,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
38,0.49025040678679943,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
39,0.48583321645855904,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
40,0.4833927508443594,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
41,0.4889607857912779,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
42,0.4858352718874812,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
43,0.48431137204170227,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
44,0.491700803861022,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
45,0.5019713444635272,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
46,0.47945667151361704,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
47,0.47383029013872147,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
48,0.4750348962843418,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
49,0.47800660226494074,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
50,0.4753674492239952,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
51,0.4777993019670248,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
52,0.47358659468591213,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
53,0.4740255316719413,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
54,0.47493167873471975,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
55,0.4755729464814067,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
56,0.4755270928144455,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
57,0.4942945446819067,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
58,0.48594538774341345,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
59,0.4879482574760914,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
60,0.48992745857685804,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
61,0.48603516072034836,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
62,0.48720753751695156,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
63,0.48870772402733564,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
64,0.48374501522630453,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
65,0.48508829344064,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
66,0.48560589272528887,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
67,0.48789776489138603,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
68,0.48536455165594816,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
69,0.48912906739860773,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
70,0.48734941240400076,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
71,0.4935267101973295,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
72,0.4876482533290982,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
73,0.4984082207083702,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
74,0.4831992257386446,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
75,0.4859828604385257,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
76,0.489082339219749,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
77,0.5085756778717041,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
78,0.4725580783560872,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
79,0.4775122171267867,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
80,0.4728521294891834,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
81,0.4731844086199999,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
82,0.47517514135688543,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
83,0.47851687856018543,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
84,0.4726514732465148,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
85,0.4714654637500644,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
86,0.4734927276149392,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
87,0.47824398148804903,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
88,0.4729039454832673,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
89,0.4736072067171335,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
90,0.4803325440734625,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
91,0.47372886817902327,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
92,0.4809845546260476,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
93,0.4765185369178653,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
94,0.4754057629033923,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
95,0.4726863158866763,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
96,0.47317255940288305,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
97,0.48408695962280035,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
98,0.4870178634300828,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
99,0.4783125277608633,137.671875,0.19140625,LIME2,10,100,10.0,1.0,resnet50,ImageNet,1
