image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
22,0.49900155887007713,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
23,0.4969695582985878,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
24,0.4927721144631505,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
25,0.5011327266693115,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
26,0.5104788346216083,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
27,0.510967486537993,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
28,0.4983602510765195,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
29,0.495804681442678,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
30,0.4976767124608159,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
31,0.5099094277247787,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
32,0.49496362544596195,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
33,0.49636693578213453,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
34,0.4964764276519418,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
35,0.4996338030323386,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
36,0.49443022161722183,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
37,0.4960969239473343,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
38,0.4914194783195853,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
39,0.49558822624385357,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
40,0.49324655532836914,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
41,0.5173985110595822,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
42,0.4989469889551401,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
43,0.49619486182928085,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
44,0.49380980152636766,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
45,0.4995630392804742,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
46,0.5164218889549375,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
47,0.49295302480459213,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
48,0.49497318267822266,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
49,0.4963212041184306,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
50,0.4934704154729843,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
51,0.4944162927567959,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
52,0.4983209893107414,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
53,0.49353260081261396,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
54,0.4977007880806923,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
55,0.4938078708946705,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
56,0.5217289552092552,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
57,0.4965045806020498,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
58,0.49631962087005377,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
59,0.49638961628079414,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
60,0.512962443754077,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
61,0.5014255149289966,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
62,0.4963474879041314,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
63,0.497391608543694,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
64,0.4960081512108445,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
65,0.5106369201093912,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
66,0.5187506452202797,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
67,0.49264839477837086,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
68,0.4951772606000304,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
69,0.49616274051368237,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
70,0.4940905049443245,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
71,0.5059842271730304,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
72,0.49718020763248205,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
73,0.4969173902645707,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
74,0.4978482089936733,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
75,0.5018713865429163,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
76,0.5038172658532858,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
77,0.4970921380445361,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
78,0.4991391599178314,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
79,0.5014172038063407,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
80,0.497360672801733,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
81,0.5008786050602794,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
82,0.4965537805110216,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
83,0.5007960377261043,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
84,0.49996382370591164,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
85,0.5291567053645849,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
86,0.5008166944608092,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
87,0.520832009613514,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
88,0.4954200778156519,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
89,0.4976467536762357,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
90,0.4942636704072356,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
91,0.5003621643409133,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
92,0.4928405461832881,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
93,0.49776440393179655,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
94,0.495031064376235,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
95,0.500218229368329,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
96,0.5136349787935615,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
97,0.504861380904913,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
98,0.5007004169747233,137.720703125,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
99,0.49947344698011875,137.671875,0.19140625,LIME2,80,100,10.0,1.0,resnet50,ImageNet,1
