image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
0,0.5012286687269807,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
1,0.50125902146101,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
2,0.5022721802815795,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
3,0.5226384811103344,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
4,0.5035775415599346,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
5,0.507715423591435,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
6,0.5035624075680971,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
7,0.5438956208527088,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
8,0.5304126059636474,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
9,0.5005401950329542,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
10,0.5003267452120781,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
11,0.5061412751674652,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
12,0.5039155753329396,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
13,0.5037582209333777,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
14,0.5038912389427423,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
15,0.5016513373702765,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
16,0.5044138478115201,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
17,0.5039403419941664,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
18,0.505983498878777,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
19,0.5022637471556664,137.671875,0.19140625,LIME2,50,100,30.0,1.0,resnet50,ImageNet,1
