image_index,time,peak_memory,net_memory_change,method,n_segments,n_samples,compactness,sigma,model,dataset,run_number
0,0.5162289841100574,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
1,0.5152841527014971,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
2,0.5177836390212178,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
3,0.518058167770505,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
4,0.5148988617584109,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
5,0.503964476287365,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
6,0.5119303837418556,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
7,0.5081437677145004,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
8,0.5066038258373737,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
9,0.5049700895324349,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
10,0.5060712480917573,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
11,0.5047470340505242,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
12,0.510411181487143,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
13,0.5054118158295751,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
14,0.5024748174473643,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
15,0.5031815161928535,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
16,0.5026138061657548,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
17,0.5098768901079893,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
18,0.5214205803349614,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
19,0.5099310083314776,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
20,0.5089528039097786,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
21,0.5084991287440062,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
22,0.5053047239780426,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
23,0.5056838989257812,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
24,0.50213663559407,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
25,0.5082219084724784,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
26,0.5044028544798493,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
27,0.5186041379347444,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
28,0.5239220913499594,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
29,0.5173623021692038,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
30,0.5181902935728431,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
31,0.517440477386117,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
32,0.5123413624241948,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
33,0.5081637538969517,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
34,0.5108250016346574,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
35,0.5195877617225051,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
36,0.5224792789667845,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
37,0.5209353184327483,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
38,0.510942230001092,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
39,0.5236921040341258,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
40,0.5120347728952765,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
41,0.5092029413208365,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
42,0.5138031607493758,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
43,0.5074997376650572,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
44,0.5106334174051881,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
45,0.510381268337369,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
46,0.5132219977676868,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
47,0.5108673153445125,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
48,0.5123630408197641,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
49,0.5148538239300251,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
50,0.5290500018745661,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
51,0.5171494875103235,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
52,0.5072007421404123,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
53,0.5104129994288087,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
54,0.5149206789210439,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
55,0.5257948767393827,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
56,0.5223308242857456,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
57,0.5126760229468346,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
58,0.5153393633663654,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
59,0.521198901347816,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
60,0.5111616402864456,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
61,0.5106966625899076,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
62,0.5100497100502253,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
63,0.5196241559460759,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
64,0.5174277983605862,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
65,0.5154933342710137,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
66,0.5109167881309986,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
67,0.5161697836592793,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
68,0.5155189447104931,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
69,0.5191738335415721,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
70,0.5132328467443585,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
71,0.5116331903263927,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
72,0.5107462983578444,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
73,0.5110710645094514,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
74,0.5259532788768411,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
75,0.516118012368679,137.671875,0.19140625,LIME2,50,100,10.0,0.5,resnet50,ImageNet,1
