Method,Model,Resolution,Prediction,Runtime (sec),Peak Memory (MB),Status
integrated_gradients,resnet50,512 x 512,pot,0.0,0.0,"Error: CUDA out of memory. Tried to allocate 400.00 MiB. GPU 0 has a total capacity of 4.00 GiB of which 0 bytes is free. Of the allocated memory 10.74 GiB is allocated by PyTorch, and 44.85 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
